source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,minus_log10_p,GeneRatio,FoldEnrichment
GO:MF,GO:0001588,"dopamine neurotransmitter receptor activity, coupled via Gs",0.0011081737814421185,True,"""Combining with the neurotransmitter dopamine and activating adenylate cyclase via coupling to Gs to initiate a change in cell activity."" [GOC:mah, ISBN:0953351033, IUPHAR_RECEPTOR:2252, IUPHAR_RECEPTOR:2260]",2,186,2,20208,0.010752688172043012,1.0,query_1,['GO:0004952'],2.9553921291352463,0.010752688172043012,1.0
GO:MF,GO:0038054,G protein-coupled estrogen receptor activity,0.0011081737814421185,True,"""Combining with estrogen and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."" [GOC:signaling, PMID:17379646, PMID:20960099]",2,186,2,20208,0.010752688172043012,1.0,query_1,['GO:0004930'],2.9553921291352463,0.010752688172043012,1.0
GO:MF,GO:0005261,monoatomic cation channel activity,0.0011081737814421185,True,"""Enables the energy-independent facilitated diffusion of a monoatomic cation through a transmembrane aqueous pore or channel."" [GOC:def, GOC:dph, GOC:mtg_transport, GOC:pr, ISBN:0815340729]",343,186,12,20208,0.06451612903225806,0.03498542274052478,query_1,"['GO:0005216', 'GO:0008324']",2.9553921291352463,0.06451612903225806,0.03498542274052478
GO:MF,GO:0005185,neurohypophyseal hormone activity,0.0011081737814421185,True,"""The action characteristic of a neurohypophyseal hormone, any of a family of structurally and functionally related nonapeptides that are synthesized as part of a larger precursor molecule comprising a signal peptide, the nonapeptide hormone, and a neurophysin."" [GOC:mah, PMID:19243634]",2,186,2,20208,0.010752688172043012,1.0,query_1,['GO:0005184'],2.9553921291352463,0.010752688172043012,1.0
GO:BP,GO:0045058,T cell selection,0.001119036651675414,True,"""The process in which T cells that express T cell receptors that are restricted by self MHC protein complexes and tolerant to self antigens are selected for further maturation."" [ISBN:0781735149, PMID:12414722]",64,188,5,20972,0.026595744680851064,0.078125,query_1,"['GO:0002376', 'GO:0030217']",2.951155688842778,0.026595744680851064,0.078125
GO:BP,GO:0043401,steroid hormone receptor signaling pathway,0.0011221193868125583,True,"""The series of molecular signals mediated by a steroid hormone binding to a receptor."" [PMID:12606724]",140,188,7,20972,0.03723404255319149,0.05,query_1,"['GO:0009755', 'GO:0071383']",2.94996093427808,0.03723404255319149,0.05
GO:BP,GO:0030518,nuclear receptor-mediated steroid hormone signaling pathway,0.0011221193868125583,True,"""A nuclear receptor-mediated signaling pathway initiated by a steroid binding to an intracellular receptor of the nuclear receptor protein family, and ending with regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]",140,188,7,20972,0.03723404255319149,0.05,query_1,"['GO:0043401', 'GO:0141193']",2.94996093427808,0.03723404255319149,0.05
GO:BP,GO:0006195,purine nucleotide catabolic process,0.0011221193868125583,True,"""The chemical reactions and pathways resulting in the breakdown of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",140,188,7,20972,0.03723404255319149,0.05,query_1,"['GO:0006163', 'GO:0009166', 'GO:0072523']",2.94996093427808,0.03723404255319149,0.05
KEGG,KEGG:04518,Integrin signaling,0.0011237125156433913,True,Integrin signaling,154,156,10,8716,0.0641025641025641,0.06493506493506493,query_1,['KEGG:00000'],2.949344782040248,0.0641025641025641,0.06493506493506493
GO:BP,GO:0060560,developmental growth involved in morphogenesis,0.0011479077609695913,True,"""The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape."" [GOC:dph]",235,188,9,20972,0.047872340425531915,0.03829787234042553,query_1,"['GO:0009653', 'GO:0048589']",2.9400930078538354,0.047872340425531915,0.03829787234042553
GO:BP,GO:0072163,mesonephric epithelium development,0.0011602042551486125,True,"""The process whose specific outcome is the progression of an epithelium in the mesonephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]",100,188,6,20972,0.031914893617021274,0.06,query_1,"['GO:0001823', 'GO:0072073']",2.9354655460532406,0.031914893617021274,0.06
GO:BP,GO:0070167,regulation of biomineral tissue development,0.0011602042551486125,True,"""Any process that modulates the frequency, rate or extent of biomineral tissue development, the formation of hard tissues that consist mainly of inorganic compounds."" [GOC:mah]",100,188,6,20972,0.031914893617021274,0.06,query_1,"['GO:0031214', 'GO:2000026']",2.9354655460532406,0.031914893617021274,0.06
GO:BP,GO:0072164,mesonephric tubule development,0.0011602042551486125,True,"""The progression of a mesonephric tubule over time, from its initial formation to the mature structure. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]",100,188,6,20972,0.031914893617021274,0.06,query_1,"['GO:0035295', 'GO:0072163']",2.9354655460532406,0.031914893617021274,0.06
GO:BP,GO:0007586,digestion,0.0011675954528931856,True,"""The whole of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:isa_complete, ISBN:0198506732]",141,188,7,20972,0.03723404255319149,0.04964539007092199,query_1,['GO:0032501'],2.932707605005746,0.03723404255319149,0.04964539007092199
GO:BP,GO:0010558,negative regulation of macromolecule biosynthetic process,0.0011712283682241387,True,"""Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2733,188,42,20972,0.22340425531914893,0.015367727771679473,query_1,"['GO:0009059', 'GO:0009890', 'GO:0010556', 'GO:0010605']",2.9313584171480462,0.22340425531914893,0.015367727771679473
GO:BP,GO:0060306,regulation of membrane repolarization,0.0011974274878732304,True,"""Any process that modulates the establishment or extent of a membrane potential in the polarizing direction towards the resting potential, usually from positive to negative."" [GOC:BHF, GOC:dph, GOC:mtg_cardiac_conduct_nov11, GOC:tb]",36,188,4,20972,0.02127659574468085,0.1111111111111111,query_1,"['GO:0042391', 'GO:0050789', 'GO:0086009']",2.9217507765104935,0.02127659574468085,0.1111111111111111
GO:BP,GO:0043276,anoikis,0.0011974274878732304,True,"""Apoptosis triggered by inadequate or inappropriate adherence to substrate e.g. after disruption of the interactions between normal epithelial cells and the extracellular matrix."" [GOC:jl, PMID:37667281]",36,188,4,20972,0.02127659574468085,0.1111111111111111,query_1,['GO:0006915'],2.9217507765104935,0.02127659574468085,0.1111111111111111
GO:BP,GO:0001569,branching involved in blood vessel morphogenesis,0.0011974274878732304,True,"""The process of coordinated growth and sprouting of blood vessels giving rise to the organized vascular system."" [GOC:dph]",36,188,4,20972,0.02127659574468085,0.1111111111111111,query_1,"['GO:0001525', 'GO:0048754']",2.9217507765104935,0.02127659574468085,0.1111111111111111
GO:BP,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,0.001201282683770051,True,"""The series of molecular signals initiated by an extracellular ligand binding to a member of the transforming growth factor receptor superfamily, and ending with the regulation of a downstream cellular process, e.g. transcription."" [PMID:22651914, PMID:28096268]",345,188,11,20972,0.05851063829787234,0.03188405797101449,query_1,['GO:0007178'],2.920354783142018,0.05851063829787234,0.03188405797101449
GO:BP,GO:0061307,cardiac neural crest cell differentiation involved in heart development,0.001204902591542049,True,"""The process in which a relatively unspecialized cell acquires specialized features of a cardiac neural crest cell that will migrate to the heart and contribute to its development. Cardiac neural crest cells are specialized cells that migrate toward the heart from the third, fourth and sixth pharyngeal arches."" [GOC:dph, GOC:mtg_heart, PMID:19705442]",15,188,3,20972,0.015957446808510637,0.2,query_1,"['GO:0014033', 'GO:0035051']",2.9190480615254044,0.015957446808510637,0.2
GO:BP,GO:0050930,induction of positive chemotaxis,0.001204902591542049,True,"""Any process that initiates the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical."" [GOC:ai]",15,188,3,20972,0.015957446808510637,0.2,query_1,['GO:0050927'],2.9190480615254044,0.015957446808510637,0.2
GO:BP,GO:0150078,positive regulation of neuroinflammatory response,0.001204902591542049,True,"""Any process that activates or increases the frequency, rate or extent of neuroinflammatory response."" [GOC:aruk, GOC:bc]",15,188,3,20972,0.015957446808510637,0.2,query_1,"['GO:0050729', 'GO:0150076', 'GO:0150077']",2.9190480615254044,0.015957446808510637,0.2
GO:BP,GO:0045187,"regulation of circadian sleep/wake cycle, sleep",0.001204902591542049,True,"""Any process that modulates the frequency, rate or extent of sleep; a readily reversible state of reduced awareness and metabolic activity that occurs periodically in many animals."" [GOC:jl, ISBN:0192800981]",15,188,3,20972,0.015957446808510637,0.2,query_1,"['GO:0042749', 'GO:0050802']",2.9190480615254044,0.015957446808510637,0.2
GO:BP,GO:0051481,negative regulation of cytosolic calcium ion concentration,0.001204902591542049,True,"""Any process that decreases the concentration of calcium ions in the cytosol."" [GOC:ai]",15,188,3,20972,0.015957446808510637,0.2,query_1,['GO:0065008'],2.9190480615254044,0.015957446808510637,0.2
GO:BP,GO:0061308,cardiac neural crest cell development involved in heart development,0.001204902591542049,True,"""The process aimed at the progression of a cardiac neural crest cell over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell that contributes to the development of the heart."" [GOC:dph, GOC:mtg_heart]",15,188,3,20972,0.015957446808510637,0.2,query_1,"['GO:0014032', 'GO:0061307']",2.9190480615254044,0.015957446808510637,0.2
GO:BP,GO:0071696,ectodermal placode development,0.001204902591542049,True,"""The progression of an ectodermal placode over time from its initial formation until its mature state. An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm."" [GOC:mah]",15,188,3,20972,0.015957446808510637,0.2,query_1,['GO:0048856'],2.9190480615254044,0.015957446808510637,0.2
GO:BP,GO:0050792,regulation of viral process,0.0012073726547934514,True,"""Any process that modulates the rate or extent of the viral life cycle, the set of processes by which a virus reproduces and spreads among hosts."" [GOC:go_curators, GOC:tb]",142,188,7,20972,0.03723404255319149,0.04929577464788732,query_1,"['GO:0016032', 'GO:0050789']",2.9181586644994377,0.03723404255319149,0.04929577464788732
GO:BP,GO:0043271,negative regulation of monoatomic ion transport,0.0012109762680202394,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",101,188,6,20972,0.031914893617021274,0.0594059405940594,query_1,"['GO:0006811', 'GO:0043269', 'GO:0051051']",2.916864367813881,0.031914893617021274,0.0594059405940594
WP,WP:WP2637,Interleukin 1 IL 1 structural pathway,0.001239896377907992,True,Interleukin 1 IL 1 structural pathway,49,169,6,8899,0.03550295857988166,0.12244897959183673,query_1,['WP:000000'],2.906614608695193,0.03550295857988166,0.12244897959183673
GO:BP,GO:0006909,phagocytosis,0.0012426050390817206,True,"""A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."" [ISBN:0198506732]",238,188,9,20972,0.047872340425531915,0.037815126050420166,query_1,['GO:0006897'],2.905666889543966,0.047872340425531915,0.037815126050420166
WP,WP:WP5174,Ulcerative colitis signaling,0.0012439380704192115,True,Ulcerative colitis signaling,18,169,4,8899,0.023668639053254437,0.2222222222222222,query_1,['WP:000000'],2.9052012405010634,0.023668639053254437,0.2222222222222222
WP,WP:WP3877,MYD88 distinct input output pathway,0.0012439380704192115,True,MYD88 distinct input output pathway,18,169,4,8899,0.023668639053254437,0.2222222222222222,query_1,['WP:000000'],2.9052012405010634,0.023668639053254437,0.2222222222222222
